ID,PIDM,PAM,PAV,SUM,PAM2,PAV2,SUM2,PAA_OP,GPA,Eficiencia_Terminal,Nivel_colegiatura_prepa
549912,417341,664,588,1252,542,425,946,2,82.4,1,Alto
549912,417341,664,588,1252,542,425,946,2,82.4,1,Alto
549912,417341,664,588,1252,510,508,1050,2,82.4,1,Alto
549912,417341,664,588,1252,510,508,1050,2,82.4,1,Alto
549912,417341,664,588,1252,510,508,1050,2,82.4,1,Alto
549912,417341,664,588,1252,510,508,966,2,82.4,1,Alto
549912,417341,664,588,1252,510,508,966,2,82.4,1,Alto
549912,417341,664,588,1252,510,508,966,2,82.4,1,Alto
549912,417341,664,588,1252,510,508,946,2,82.4,1,Alto
549912,417341,664,588,1252,510,508,946,2,82.4,1,Alto
549912,417341,664,588,1252,510,508,946,2,82.4,1,Alto
549912,417341,664,588,1252,510,456,1050,2,82.4,1,Alto
549912,417341,664,588,1252,510,456,1050,2,82.4,1,Alto
549912,417341,664,588,1252,510,456,1050,2,82.4,1,Alto
549912,417341,664,588,1252,510,456,966,2,82.4,1,Alto
549912,417341,664,588,1252,510,456,966,2,82.4,1,Alto
549912,417341,664,588,1252,510,456,966,2,82.4,1,Alto
549912,417341,664,588,1252,510,456,946,2,82.4,1,Alto
549912,417341,664,588,1252,510,456,946,2,82.4,1,Alto
549912,417341,664,588,1252,510,456,946,2,82.4,1,Alto
549912,417341,664,588,1252,510,425,1050,2,82.4,1,Alto
549912,417341,664,588,1252,510,425,1050,2,82.4,1,Alto
549912,417341,664,588,1252,510,425,1050,2,82.4,1,Alto
549912,417341,664,588,1252,510,425,966,2,82.4,1,Alto
549912,417341,664,588,1252,510,425,966,2,82.4,1,Alto
549912,417341,664,588,1252,510,425,966,2,82.4,1,Alto
549912,417341,664,588,1252,510,425,946,2,82.4,1,Alto
549912,417341,664,588,1252,510,425,946,2,82.4,1,Alto
549912,417341,664,588,1252,510,425,946,2,82.4,1,Alto
549912,417341,664,588,1252,521,508,1050,2,82.4,1,Alto
549912,417341,664,588,1252,521,508,1050,2,82.4,1,Alto
549912,417341,664,588,1252,521,508,1050,2,82.4,1,Alto
549912,417341,664,588,1252,521,508,966,2,82.4,1,Alto
549912,417341,664,588,1252,521,508,966,2,82.4,1,Alto
549912,417341,664,588,1252,521,508,966,2,82.4,1,Alto
549912,417341,664,588,1252,521,508,946,2,82.4,1,Alto
549912,417341,664,588,1252,521,508,946,2,82.4,1,Alto
549912,417341,664,588,1252,521,508,946,2,82.4,1,Alto
549912,417341,664,588,1252,521,456,1050,2,82.4,1,Alto
549912,417341,664,588,1252,521,456,1050,2,82.4,1,Alto
549912,417341,664,588,1252,521,456,1050,2,82.4,1,Alto
549912,417341,664,588,1252,521,456,966,2,82.4,1,Alto
549912,417341,664,588,1252,521,456,966,2,82.4,1,Alto
549912,417341,664,588,1252,521,456,966,2,82.4,1,Alto
549912,417341,664,588,1252,521,456,946,2,82.4,1,Alto
549912,417341,664,588,1252,521,456,946,2,82.4,1,Alto
549912,417341,664,588,1252,521,456,946,2,82.4,1,Alto
549912,417341,664,588,1252,521,425,1050,2,82.4,1,Alto
549912,417341,664,588,1252,521,425,1050,2,82.4,1,Alto
549912,417341,664,588,1252,521,425,1050,2,82.4,1,Alto
549912,417341,664,588,1252,521,425,966,2,82.4,1,Alto
549912,417341,664,588,1252,521,425,966,2,82.4,1,Alto
549912,417341,664,588,1252,521,425,966,2,82.4,1,Alto
549912,417341,664,588,1252,521,425,946,2,82.4,1,Alto
549912,417341,664,588,1252,521,425,946,2,82.4,1,Alto
549912,417341,664,588,1252,521,425,946,2,82.4,1,Alto
561482,495245,533,523,1056,0,0,0,1,88.75,1,Alto
561482,495245,533,523,1056,0,0,0,1,88.75,1,Alto
561482,495245,533,523,1056,0,0,0,1,88.75,1,Alto
561467,495165,662,582,1244,0,0,0,1,90.67,1,Alto
561467,495165,662,582,1244,0,0,0,1,90.67,1,Alto
561467,495165,662,582,1244,0,0,0,1,90.67,1,Alto
559750,485461,700,654,1354,0,0,0,1,89,1,Alto
559750,485461,700,654,1354,0,0,0,1,89,1,Alto
559750,485461,700,654,1354,0,0,0,1,89,1,Alto
566856,558505,668,738,1406,0,0,0,1,77.24,0,Medio
560244,487990,563,654,1217,0,0,0,1,90,1,Medio
557303,470326,626,654,1280,0,0,0,1,88.72,1,Medio
557238,469705,729,631,1360,658,612,1270,2,90,0,Medio
557249,469865,668,602,1270,631,556,1187,2,80.96,1,Medio
556748,463824,689,695,1384,0,0,0,1,90.63,1,Medio
556757,463865,620,610,1230,542,633,1175,2,87.08,1,Medio
559091,482050,753,757,1510,0,0,0,1,96.57,1,Alto
562347,501804,605,664,1269,0,0,0,1,95,1,Medio
559092,482051,512,487,999,384,373,757,2,88.91,0,Medio
559092,482051,512,487,999,384,373,870,2,88.91,0,Medio
559092,482051,512,487,999,384,444,757,2,88.91,0,Medio
559092,482051,512,487,999,384,444,870,2,88.91,0,Medio
559092,482051,512,487,999,426,373,757,2,88.91,0,Medio
559092,482051,512,487,999,426,373,870,2,88.91,0,Medio
559092,482051,512,487,999,426,444,757,2,88.91,0,Medio
559092,482051,512,487,999,426,444,870,2,88.91,0,Medio
549402,416746,668,685,1353,0,0,0,1,90,1,Alto
563616,513404,711,704,1415,751,663,1414,2,91,0,Alto
557229,469624,679,685,1364,0,0,0,1,95.83,1,Medio
549628,417042,616,581,1197,0,0,0,1,79,1,Alto
562827,506984,620,556,1176,0,0,0,1,88.55,1,Alto
566386,549904,573,499,1072,0,0,0,1,75.27,0,Medio
565329,531504,588,716,1304,0,0,0,1,83.95,0,Medio
566393,550044,615,464,1079,0,0,0,1,75,0,Alto
566393,550044,615,464,1079,0,0,0,1,75,0,Alto
566393,550044,615,464,1079,0,0,0,1,75,0,Alto
559752,485463,597,536,1133,573,560,1133,2,85,1,Alto
559752,485463,597,536,1133,573,560,1133,2,85,1,Alto
559752,485463,597,536,1133,573,560,1133,2,85,1,Alto
565574,535564,664,695,1359,0,0,0,1,93,1,Medio
369967,344235,740,663,1403,0,0,0,1,92.81,1,Prepa UDEM
369967,344235,740,663,1403,0,0,0,1,92.81,1,Prepa UDEM
369967,344235,740,663,1403,0,0,0,1,92.81,1,Prepa UDEM
537924,396012,731,685,1416,0,0,0,1,97.65,1,Medio
558367,478539,551,695,1246,0,0,0,1,99,1,Bajo
367035,341297,762,578,1340,0,0,0,1,97.03,1,Prepa UDEM
367035,341297,762,578,1340,0,0,0,1,97.03,1,Prepa UDEM
367035,341297,762,578,1340,0,0,0,1,97.03,1,Prepa UDEM
557956,475085,679,550,1229,0,0,0,1,95.14,1,Bajo
557956,475085,679,550,1229,0,0,0,1,95.14,1,Bajo
557956,475085,679,550,1229,0,0,0,1,95.14,1,Bajo
557675,473804,710,591,1301,700,539,1239,2,96,1,Bajo
557675,473804,710,591,1301,700,539,1239,2,96,1,Bajo
557675,473804,710,591,1301,700,539,1239,2,96,1,Bajo
563928,516824,545,556,1101,0,0,0,1,89.14,1,Medio
563928,516824,545,556,1101,0,0,0,1,89.14,1,Medio
512849,369760,707,535,1242,0,0,0,1,88.79,0,Medio
512849,369760,707,535,1242,0,0,0,1,88.79,0,Medio
374610,348938,658,727,1385,499,533,1032,2,82.9,1,Prepa UDEM
374610,348938,658,727,1385,499,533,1032,2,82.9,1,Prepa UDEM
374610,348938,658,727,1385,499,533,1032,2,82.9,1,Prepa UDEM
557204,469244,668,633,1301,0,0,0,1,87,0,Medio
370684,344952,740,578,1318,0,0,0,1,95.64,1,Prepa UDEM
370684,344952,740,578,1318,0,0,0,1,95.64,1,Prepa UDEM
370684,344952,740,578,1318,0,0,0,1,95.64,1,Prepa UDEM
370781,345050,772,599,1371,0,0,0,1,92.83,1,Prepa UDEM
370781,345050,772,599,1371,0,0,0,1,92.83,1,Prepa UDEM
370781,345050,772,599,1371,0,0,0,1,92.83,1,Prepa UDEM
370656,344924,689,726,1415,0,0,0,1,97.25,1,Medio
507255,361312,647,539,1186,605,498,1103,2,94,1,Medio
558653,479744,689,550,1239,0,0,0,1,96,1,Medio
378430,352758,668,622,1290,0,0,0,1,90.96,0,Medio
566930,559784,721,635,1356,0,0,0,1,81,0,Medio
384454,358742,731,602,1333,0,0,0,1,96,1,Medio
368649,342917,776,690,1466,0,0,0,1,95.98,1,Prepa UDEM
374178,348486,675,578,1253,262,460,722,2,86.44,1,Prepa UDEM
369008,343277,610,514,1124,0,0,0,1,84.51,1,Prepa UDEM
368674,342942,615,556,1171,583,464,1047,2,88.41,1,Prepa UDEM
369325,343594,668,681,1349,0,0,0,1,92.08,1,Prepa UDEM
381177,355525,710,674,1384,0,0,0,1,89.91,1,Prepa UDEM
557425,471445,711,785,1496,626,570,1196,2,97,0,Medio
371007,345296,776,680,1456,0,0,0,1,99.17,1,Prepa UDEM
371281,345569,686,578,1264,545,535,1080,2,93.75,1,Prepa UDEM
382419,356742,599,610,1209,0,0,0,1,92.37,1,Prepa UDEM
367176,341438,763,681,1444,0,0,0,1,93.51,1,Prepa UDEM
366652,340914,740,652,1392,0,0,0,1,95.49,1,Prepa UDEM
374375,348684,647,601,1248,0,0,0,1,84.3,1,Prepa UDEM
372445,346753,718,695,1413,0,0,0,1,95.2,1,Prepa UDEM
383353,357644,605,590,1195,0,0,0,1,91.9,1,Prepa UDEM
381445,355773,626,544,1170,562,430,992,2,81.98,1,Prepa UDEM
509026,365105,668,544,1212,500,519,1019,2,89.38,0,Prepa UDEM
509026,365105,668,544,1212,500,519,1061,2,89.38,0,Prepa UDEM
509026,365105,668,544,1212,500,499,1019,2,89.38,0,Prepa UDEM
509026,365105,668,544,1212,500,499,1061,2,89.38,0,Prepa UDEM
509026,365105,668,544,1212,562,519,1019,2,89.38,0,Prepa UDEM
509026,365105,668,544,1212,562,519,1061,2,89.38,0,Prepa UDEM
509026,365105,668,544,1212,562,499,1019,2,89.38,0,Prepa UDEM
509026,365105,668,544,1212,562,499,1061,2,89.38,0,Prepa UDEM
366787,341049,711,750,1461,0,0,0,1,83.76,1,Prepa UDEM
383811,358116,732,640,1372,0,0,0,1,94.19,1,Prepa UDEM
379947,354277,583,590,1173,0,0,0,1,92.88,1,Prepa UDEM
369657,343925,675,535,1210,0,0,0,1,92.77,0,Prepa UDEM
381620,355948,686,524,1210,0,0,0,1,90.33,1,Prepa UDEM
381264,355594,689,591,1280,0,0,0,1,91.04,1,Prepa UDEM
368665,342933,631,641,1272,0,0,0,1,92.24,1,Prepa UDEM
371757,346064,664,588,1252,0,0,0,1,91.12,1,Prepa UDEM
380419,354767,696,663,1359,0,0,0,1,96.35,1,Prepa UDEM
369123,343391,710,591,1301,0,0,0,1,94.68,1,Prepa UDEM
529438,387213,636,499,1135,0,0,0,1,90.23,1,Prepa UDEM
369901,344169,707,588,1295,0,0,0,1,85.51,0,Prepa UDEM
559774,485508,647,477,1124,636,453,1089,2,83,1,Medio
556693,463164,542,560,1102,0,0,0,1,87,1,Alto
556693,463164,542,560,1102,0,0,0,1,87,1,Alto
557734,474044,605,674,1279,0,0,0,1,97,1,Medio
557734,474044,605,674,1279,0,0,0,1,97,1,Medio
557734,474044,605,674,1279,0,0,0,1,97,1,Medio
367264,341526,686,610,1296,0,0,0,1,93.33,1,Prepa UDEM
547592,407849,732,727,1459,689,529,1218,2,92.03,1,Alto
557683,473904,700,726,1426,0,0,0,1,95.2,1,Medio
557683,473904,700,726,1426,0,0,0,1,95.2,1,Medio
557683,473904,700,726,1426,0,0,0,1,95.2,1,Medio
378347,352675,610,663,1273,0,0,0,1,94.56,1,Prepa UDEM
559906,486413,584,456,1040,0,0,0,1,80,1,Alto
549444,416845,679,706,1385,0,0,0,1,99.8,1,Medio
549444,416845,679,706,1385,0,0,0,1,99.8,1,Medio
549444,416845,679,706,1385,0,0,0,1,99.8,1,Medio
374385,348694,626,578,1204,0,0,0,1,87.05,1,Prepa UDEM
559910,486416,784,716,1500,689,508,1197,2,97,1,Alto
559913,486419,696,641,1337,668,612,1280,2,96.52,1,Alto
559915,486421,753,737,1490,0,0,0,1,97,1,Alto
367220,341482,718,695,1413,0,0,0,1,93.63,0,Prepa UDEM
511168,367918,774,654,1428,0,0,0,1,99.33,1,Medio
367235,341497,772,567,1339,0,0,0,1,93.05,1,Prepa UDEM
371297,345585,642,546,1188,588,460,1048,2,88.28,1,Prepa UDEM
371297,345585,642,546,1188,588,460,1091,2,88.28,1,Prepa UDEM
371297,345585,642,546,1188,588,492,1048,2,88.28,1,Prepa UDEM
371297,345585,642,546,1188,588,492,1091,2,88.28,1,Prepa UDEM
371297,345585,642,546,1188,599,460,1048,2,88.28,1,Prepa UDEM
371297,345585,642,546,1188,599,460,1091,2,88.28,1,Prepa UDEM
371297,345585,642,546,1188,599,492,1048,2,88.28,1,Prepa UDEM
371297,345585,642,546,1188,599,492,1091,2,88.28,1,Prepa UDEM
384048,358348,732,658,1390,700,498,1198,2,86,0,Alto
384048,358348,732,658,1390,700,498,1198,2,86,0,Alto
369070,343338,637,560,1197,0,0,0,1,85.96,1,Prepa UDEM
552842,421507,729,652,1381,721,570,1291,2,99.8,1,Medio
369353,343622,447,498,945,0,0,0,1,88.21,1,Prepa UDEM
366672,340934,435,635,1070,0,0,0,1,88.11,1,Prepa UDEM
372148,346456,718,620,1338,0,0,0,1,84.28,1,Prepa UDEM
368652,342920,718,610,1328,0,0,0,1,94.63,0,Prepa UDEM
353397,327296,718,663,1381,0,0,0,1,89.05,1,Prepa UDEM
222174,193104,647,664,1311,0,0,0,1,90.86,0,Medio
552833,421488,647,654,1301,0,0,0,1,99,1,Medio
366481,340743,774,664,1438,0,0,0,1,90.04,1,Prepa UDEM
556707,463246,647,706,1353,0,0,0,1,90,1,Alto
556707,463246,647,706,1353,0,0,0,1,90,1,Alto
383675,357979,751,535,1286,0,0,0,1,90.38,1,Prepa UDEM
559904,486411,710,602,1312,0,0,0,1,91,1,Alto
371433,345721,731,643,1374,0,0,0,1,98.16,1,Prepa UDEM
358213,332194,696,535,1231,0,0,0,1,86.53,1,Prepa UDEM
372869,347179,751,599,1350,0,0,0,1,94.84,1,Prepa UDEM
557736,474046,551,498,1049,0,0,0,1,80.6,0,Medio
557736,474046,551,498,1049,0,0,0,1,80.6,0,Medio
557736,474046,551,498,1049,0,0,0,1,80.6,0,Medio
367262,341524,774,612,1386,0,0,0,1,90.49,1,Prepa UDEM
367239,341501,700,706,1406,0,0,0,1,92.14,1,Prepa UDEM
375486,349834,718,620,1338,0,0,0,1,85.26,0,Prepa UDEM
527697,385215,740,588,1328,0,0,0,1,90.67,1,Prepa UDEM
369319,343588,718,663,1381,0,0,0,1,94.95,1,Prepa UDEM
558458,478817,679,508,1187,0,0,0,1,84,0,Medio
374372,348681,500,622,1122,0,0,0,1,85.96,1,Medio
375323,349671,631,482,1113,0,0,0,1,82.77,1,Prepa UDEM
366614,340867,795,715,1510,0,0,0,1,93.46,1,Prepa UDEM
369064,343332,740,695,1435,0,0,0,1,93.95,1,Prepa UDEM
552796,421405,710,757,1467,626,560,1186,2,95,1,Medio
556674,463046,763,654,1417,0,0,0,1,88,1,Alto
556674,463046,763,654,1417,0,0,0,1,88,1,Alto
556711,463266,742,612,1354,0,0,0,1,89,1,Alto
556711,463266,742,612,1354,0,0,0,1,89,1,Alto
558986,481288,729,666,1395,658,591,1249,2,98,1,Medio
558986,481288,729,666,1395,658,591,1317,2,98,1,Medio
558986,481288,729,666,1395,658,610,1249,2,98,1,Medio
558986,481288,729,666,1395,658,610,1317,2,98,1,Medio
558986,481288,729,666,1395,707,591,1249,2,98,1,Medio
558986,481288,729,666,1395,707,591,1317,2,98,1,Medio
558986,481288,729,666,1395,707,610,1249,2,98,1,Medio
558986,481288,729,666,1395,707,610,1317,2,98,1,Medio
368375,342643,658,570,1228,0,0,0,1,89.21,1,Prepa UDEM
379166,353494,689,747,1436,0,0,0,1,97,1,Alto
556712,463267,742,716,1458,0,0,0,1,86,1,Alto
556712,463267,742,716,1458,0,0,0,1,86,1,Alto
382874,357176,668,706,1374,0,0,0,1,95.64,1,Medio
367315,341577,707,578,1285,0,0,0,1,83.81,1,Prepa UDEM
310222,283998,718,524,1242,0,0,0,1,86.98,0,Prepa UDEM
353746,327645,620,610,1230,0,0,0,1,74.12,0,Medio
505462,359470,668,510,1178,0,0,0,1,84.89,1,Prepa UDEM
358210,332191,631,535,1166,0,0,0,1,84.55,1,Prepa UDEM
372135,346443,688,569,1257,0,0,0,1,87.68,1,Prepa UDEM
552793,421387,642,620,1262,0,0,0,1,80.04,1,Medio
375322,349670,615,499,1114,0,0,0,1,90.34,0,Prepa UDEM
559784,485525,707,652,1359,573,446,1019,2,97,1,Medio
373995,348303,710,633,1343,0,0,0,1,95.09,1,Prepa UDEM
559771,485505,742,664,1406,0,0,0,1,98,1,Medio
200076,170899,658,602,1260,0,0,0,1,90.65,1,Prepa UDEM
559909,486415,762,652,1414,647,685,1332,2,95.6,1,Alto
559909,486415,762,652,1414,647,685,1285,2,95.6,1,Alto
559909,486415,762,652,1414,647,610,1332,2,95.6,1,Alto
559909,486415,762,652,1414,647,610,1285,2,95.6,1,Alto
559909,486415,762,652,1414,675,685,1332,2,95.6,1,Alto
559909,486415,762,652,1414,675,685,1285,2,95.6,1,Alto
559909,486415,762,652,1414,675,610,1332,2,95.6,1,Alto
559909,486415,762,652,1414,675,610,1285,2,95.6,1,Alto
381686,356014,641,687,1328,531,612,1143,2,93,1,Alto
381686,356014,641,687,1328,531,612,1143,2,93,1,Alto
381686,356014,641,687,1328,531,612,1198,2,93,1,Alto
381686,356014,641,687,1328,531,612,1198,2,93,1,Alto
381686,356014,641,687,1328,531,567,1143,2,93,1,Alto
381686,356014,641,687,1328,531,567,1143,2,93,1,Alto
381686,356014,641,687,1328,531,567,1198,2,93,1,Alto
381686,356014,641,687,1328,531,567,1198,2,93,1,Alto
381686,356014,641,687,1328,631,612,1143,2,93,1,Alto
381686,356014,641,687,1328,631,612,1143,2,93,1,Alto
381686,356014,641,687,1328,631,612,1198,2,93,1,Alto
381686,356014,641,687,1328,631,612,1198,2,93,1,Alto
381686,356014,641,687,1328,631,567,1143,2,93,1,Alto
381686,356014,641,687,1328,631,567,1143,2,93,1,Alto
381686,356014,641,687,1328,631,567,1198,2,93,1,Alto
381686,356014,641,687,1328,631,567,1198,2,93,1,Alto
564789,525444,545,578,1123,0,0,0,1,83.75,1,Alto
564789,525444,545,578,1123,0,0,0,1,83.75,1,Alto
382907,357209,729,599,1328,689,581,1270,2,93,1,Alto
559899,486407,605,581,1186,521,622,1143,2,92,1,Alto
550053,417469,700,681,1381,605,581,1186,2,92,1,Alto
550053,417469,700,681,1381,605,581,1186,2,92,1,Alto
550053,417469,700,681,1381,605,581,1210,2,92,1,Alto
550053,417469,700,681,1381,605,581,1210,2,92,1,Alto
550053,417469,700,681,1381,605,524,1186,2,92,1,Alto
550053,417469,700,681,1381,605,524,1186,2,92,1,Alto
550053,417469,700,681,1381,605,524,1210,2,92,1,Alto
550053,417469,700,681,1381,605,524,1210,2,92,1,Alto
550053,417469,700,681,1381,686,581,1186,2,92,1,Alto
550053,417469,700,681,1381,686,581,1186,2,92,1,Alto
550053,417469,700,681,1381,686,581,1210,2,92,1,Alto
550053,417469,700,681,1381,686,581,1210,2,92,1,Alto
550053,417469,700,681,1381,686,524,1186,2,92,1,Alto
550053,417469,700,681,1381,686,524,1186,2,92,1,Alto
550053,417469,700,681,1381,686,524,1210,2,92,1,Alto
550053,417469,700,681,1381,686,524,1210,2,92,1,Alto
372084,346395,696,631,1327,0,0,0,1,80.69,1,Prepa UDEM
558434,478771,729,663,1392,531,519,1050,2,89,1,Medio
376099,350447,771,704,1475,0,0,0,1,97.81,1,Prepa UDEM
368687,342955,631,727,1358,0,0,0,1,91.35,1,Prepa UDEM
556694,463165,647,692,1339,637,643,1280,2,94,1,Alto
556694,463165,647,692,1339,637,643,1280,2,94,1,Alto
559770,485504,721,591,1312,0,0,0,1,94,1,Medio
371348,345636,794,652,1446,0,0,0,1,91.89,1,Prepa UDEM
556703,463208,668,635,1303,584,498,1082,2,82,0,Alto
556703,463208,668,635,1303,584,498,1082,2,82,0,Alto
556703,463208,668,635,1303,584,498,1260,2,82,0,Alto
556703,463208,668,635,1303,584,498,1260,2,82,0,Alto
556703,463208,668,635,1303,584,613,1082,2,82,0,Alto
556703,463208,668,635,1303,584,613,1082,2,82,0,Alto
556703,463208,668,635,1303,584,613,1260,2,82,0,Alto
556703,463208,668,635,1303,584,613,1260,2,82,0,Alto
556703,463208,668,635,1303,647,498,1082,2,82,0,Alto
556703,463208,668,635,1303,647,498,1082,2,82,0,Alto
556703,463208,668,635,1303,647,498,1260,2,82,0,Alto
556703,463208,668,635,1303,647,498,1260,2,82,0,Alto
556703,463208,668,635,1303,647,613,1082,2,82,0,Alto
556703,463208,668,635,1303,647,613,1082,2,82,0,Alto
556703,463208,668,635,1303,647,613,1260,2,82,0,Alto
556703,463208,668,635,1303,647,613,1260,2,82,0,Alto
551422,418925,700,602,1302,0,0,0,1,87.85,1,Alto
372134,346442,583,533,1116,0,0,0,1,86.44,1,Prepa UDEM
345492,319374,577,588,1165,0,0,0,1,84.45,1,Prepa UDEM
560357,488793,784,674,1458,0,0,0,1,98,1,Medio
382799,357126,642,556,1198,0,0,0,1,89.25,1,Prepa UDEM
556677,463049,721,658,1379,637,560,1197,2,87,1,Alto
556677,463049,721,658,1379,637,560,1197,2,87,1,Alto
371353,345641,664,556,1220,0,0,0,1,88.74,1,Prepa UDEM
368071,342339,668,738,1406,555,631,1186,2,84.55,0,Prepa UDEM
375313,349661,653,759,1412,0,0,0,1,96.51,1,Prepa UDEM
366566,340819,686,631,1317,0,0,0,1,92.1,1,Prepa UDEM
555403,448024,658,622,1280,0,0,0,1,85.21,1,Medio
559918,486444,619,581,1200,707,492,1199,2,91.7,1,Alto
559918,486444,619,581,1200,707,492,1195,2,91.7,1,Alto
559918,486444,619,581,1200,707,622,1199,2,91.7,1,Alto
559918,486444,619,581,1200,707,622,1195,2,91.7,1,Alto
559918,486444,619,581,1200,573,492,1199,2,91.7,1,Alto
559918,486444,619,581,1200,573,492,1195,2,91.7,1,Alto
559918,486444,619,581,1200,573,622,1199,2,91.7,1,Alto
559918,486444,619,581,1200,573,622,1195,2,91.7,1,Alto
366554,340807,794,687,1481,0,0,0,1,98.89,1,Prepa UDEM
375328,349676,626,706,1332,0,0,0,1,89.75,1,Prepa UDEM
559920,486465,721,715,1436,605,570,1175,2,94,1,Alto
366132,340415,647,612,1259,0,0,0,1,89.29,1,Medio
553607,430786,773,624,1397,0,0,0,1,98,1,Medio
526878,384270,675,514,1189,584,435,1019,2,81,1,Medio
526878,384270,675,514,1189,584,435,1093,2,81,1,Medio
526878,384270,675,514,1189,584,435,1161,2,81,1,Medio
526878,384270,675,514,1189,584,418,1019,2,81,1,Medio
526878,384270,675,514,1189,584,418,1093,2,81,1,Medio
526878,384270,675,514,1189,584,418,1161,2,81,1,Medio
526878,384270,675,514,1189,584,475,1019,2,81,1,Medio
526878,384270,675,514,1189,584,475,1093,2,81,1,Medio
526878,384270,675,514,1189,584,475,1161,2,81,1,Medio
526878,384270,675,514,1189,675,435,1019,2,81,1,Medio
526878,384270,675,514,1189,675,435,1093,2,81,1,Medio
526878,384270,675,514,1189,675,435,1161,2,81,1,Medio
526878,384270,675,514,1189,675,418,1019,2,81,1,Medio
526878,384270,675,514,1189,675,418,1093,2,81,1,Medio
526878,384270,675,514,1189,675,418,1161,2,81,1,Medio
526878,384270,675,514,1189,675,475,1019,2,81,1,Medio
526878,384270,675,514,1189,675,475,1093,2,81,1,Medio
526878,384270,675,514,1189,675,475,1161,2,81,1,Medio
526878,384270,675,514,1189,686,435,1019,2,81,1,Medio
526878,384270,675,514,1189,686,435,1093,2,81,1,Medio
526878,384270,675,514,1189,686,435,1161,2,81,1,Medio
526878,384270,675,514,1189,686,418,1019,2,81,1,Medio
526878,384270,675,514,1189,686,418,1093,2,81,1,Medio
526878,384270,675,514,1189,686,418,1161,2,81,1,Medio
526878,384270,675,514,1189,686,475,1019,2,81,1,Medio
526878,384270,675,514,1189,686,475,1093,2,81,1,Medio
526878,384270,675,514,1189,686,475,1161,2,81,1,Medio
560386,489030,710,789,1499,0,0,0,1,95.4,1,Medio
560386,489030,710,789,1499,0,0,0,1,95.4,1,Medio
560386,489030,710,789,1499,0,0,0,1,95.4,1,Medio
559768,485499,679,581,1260,415,321,736,2,77.9,1,Medio
559768,485499,679,581,1260,415,321,787,2,77.9,1,Medio
559768,485499,679,581,1260,415,362,736,2,77.9,1,Medio
559768,485499,679,581,1260,415,362,787,2,77.9,1,Medio
559768,485499,679,581,1260,425,321,736,2,77.9,1,Medio
559768,485499,679,581,1260,425,321,787,2,77.9,1,Medio
559768,485499,679,581,1260,425,362,736,2,77.9,1,Medio
559768,485499,679,581,1260,425,362,787,2,77.9,1,Medio
382665,357003,751,556,1307,0,0,0,1,82.44,1,Prepa UDEM
368784,343052,686,535,1221,0,0,0,1,83.67,1,Prepa UDEM
559729,485428,647,581,1228,0,0,0,1,99.04,1,Medio
374202,348510,696,620,1316,0,0,0,1,90.25,1,Prepa UDEM
523280,380275,658,674,1332,0,0,0,1,92,1,Medio
366483,340745,718,460,1178,0,0,0,1,87.89,1,Prepa UDEM
368953,343221,696,578,1274,0,0,0,1,85.56,1,Prepa UDEM
525053,382172,594,738,1332,0,0,0,1,76.8,1,Prepa UDEM
369634,343902,689,612,1301,0,0,0,1,91.83,1,Prepa UDEM
382205,356522,605,601,1206,0,0,0,1,84.72,1,Prepa UDEM
382205,356522,605,601,1206,0,0,0,1,84.72,1,Prepa UDEM
382205,356522,605,601,1206,0,0,0,1,84.72,1,Prepa UDEM
367981,342250,686,578,1264,0,0,0,1,83.74,1,Prepa UDEM
199170,169993,753,692,1445,0,0,0,1,83.72,1,Prepa UDEM
368698,342966,631,503,1134,0,0,0,1,82.21,1,Prepa UDEM
381953,356281,668,715,1383,0,0,0,1,89.58,1,Prepa UDEM
367162,341424,762,652,1414,0,0,0,1,87.68,0,Prepa UDEM
367162,341424,762,652,1414,0,0,0,1,87.68,0,Prepa UDEM
367162,341424,762,652,1414,0,0,0,1,87.68,0,Prepa UDEM
382984,357301,563,570,1133,0,0,0,1,85.75,1,Prepa UDEM
382984,357301,563,570,1133,0,0,0,1,85.75,1,Prepa UDEM
382984,357301,563,570,1133,0,0,0,1,85.75,1,Prepa UDEM
565771,539024,729,524,1253,0,0,0,1,89.44,0,Medio
565771,539024,729,524,1253,0,0,0,1,89.44,0,Medio
537973,396061,729,518,1247,0,0,0,1,96,1,ND
567078,561904,593,562,1155,0,0,0,1,82.16,0,Medio
567078,561904,593,562,1155,0,0,0,1,82.16,0,Medio
509317,365570,588,641,1229,0,0,0,1,92.59,1,Prepa UDEM
509317,365570,588,641,1229,0,0,0,1,92.59,1,Prepa UDEM
509317,365570,588,641,1229,0,0,0,1,92.59,1,Prepa UDEM
558609,479406,742,757,1499,0,0,0,1,85,0,Medio
566126,545264,662,582,1244,0,0,0,1,87.85,1,Bajo
558626,479489,700,681,1381,521,467,988,2,87,1,Medio
557699,473955,700,622,1322,0,0,0,1,89,1,Bajo
557699,473955,700,622,1322,0,0,0,1,89,1,Bajo
557699,473955,700,622,1322,0,0,0,1,89,1,Bajo
369654,343922,675,599,1274,0,0,0,1,91.82,1,Prepa UDEM
323318,296984,566,673,1239,0,0,0,1,83.7,1,Prepa UDEM
374684,349012,742,727,1469,642,492,1134,2,87.14,1,Prepa UDEM
374684,349012,742,727,1469,642,492,1155,2,87.14,1,Prepa UDEM
374684,349012,742,727,1469,642,487,1134,2,87.14,1,Prepa UDEM
374684,349012,742,727,1469,642,487,1155,2,87.14,1,Prepa UDEM
